"","X","Semester","Banyak","namaPT","namaProdi","statusProdi","tanggalBerdiri"
"251",251,"Genap 2016","653","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"252",252,"Ganjil 2016","765","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"253",253,"Genap 2015","823","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"254",254,"Ganjil 2015","839","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"255",255,"Genap 2014","784","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"256",256,"Ganjil 2014","811","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"257",257,"Genap 2013","745","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"258",258,"Ganjil 2013","827","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"259",259,"Genap 2012","698","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"260",260,"Ganjil 2012","745","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"261",261,"Genap 2011","646","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"262",262,"Ganjil 2011","663","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"263",263,"Genap 2010","571","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"264",264,"Ganjil 2010","619","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"265",265,"Genap 2009","538","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"266",266,"Ganjil 2009","588","Universitas Persada Indonesia Yai","Teknik Informatika","Aktif","20 Mei 1985"
"267",267,"Ganjil 2017","543","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"268",268,"Genap 2016","415","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"269",269,"Ganjil 2016","154","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"270",270,"Genap 2015","282","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"271",271,"Ganjil 2015","69","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"272",272,"Genap 2014","198","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"273",273,"Ganjil 2014","125","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"274",274,"Genap 2013","186","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"275",275,"Ganjil 2013","113","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"276",276,"Genap 2012","92","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"277",277,"Ganjil 2012","92","Universitas Persada Indonesia Yai","Psikologi Profesi","Aktif","29 Desember 2011"
"278",278,"Ganjil 2017","2337","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"279",279,"Genap 2016","2759","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"280",280,"Ganjil 2016","2826","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"281",281,"Genap 2015","3681","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"282",282,"Ganjil 2015","3748","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"283",283,"Genap 2014","2061","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"284",284,"Ganjil 2014","3578","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"285",285,"Genap 2013","3237","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"286",286,"Ganjil 2013","3565","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"287",287,"Genap 2012","3310","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"288",288,"Ganjil 2012","3503","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"289",289,"Genap 2011","3294","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"290",290,"Ganjil 2011","3455","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"291",291,"Genap 2010","3212","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"292",292,"Ganjil 2010","3392","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"293",293,"Genap 2009","3076","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"294",294,"Ganjil 2009","3373","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","30 Januari 2003"
"295",295,"Ganjil 2017","183","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"296",296,"Genap 2016","200","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"297",297,"Ganjil 2016","204","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"298",298,"Genap 2015","290","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"299",299,"Ganjil 2015","301","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"300",300,"Genap 2014","106","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"301",301,"Ganjil 2014","293","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"302",302,"Genap 2013","240","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"303",303,"Ganjil 2013","277","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"304",304,"Genap 2012","225","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"305",305,"Ganjil 2012","232","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"306",306,"Genap 2011","204","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"307",307,"Ganjil 2011","248","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"308",308,"Genap 2010","232","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"309",309,"Ganjil 2010","267","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"310",310,"Genap 2009","285","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"311",311,"Ganjil 2009","308","Universitas Persada Indonesia Yai","Manajemen Perusahaan","Aktif","14 Februari 1972"
"312",312,"Ganjil 2017","514","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"313",313,"Genap 2016","525","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"314",314,"Ganjil 2016","504","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"315",315,"Genap 2015","503","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"316",316,"Ganjil 2015","129","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"317",317,"Genap 2014","502","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"318",318,"Ganjil 2014","186","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"319",319,"Genap 2013","450","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"320",320,"Ganjil 2013","426","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"321",321,"Genap 2012","418","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"322",322,"Ganjil 2012","396","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"323",323,"Genap 2011","369","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"324",324,"Ganjil 2011","315","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"325",325,"Genap 2010","265","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"326",326,"Ganjil 2010","222","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"327",327,"Genap 2009","159","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"328",328,"Ganjil 2009","66","Universitas Persada Indonesia Yai","Ilmu Manajemen","Aktif","9 Juni 2000"
"329",329,"Ganjil 2017","266","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"330",330,"Genap 2016","247","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"331",331,"Ganjil 2016","277","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"332",332,"Genap 2015","303","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"333",333,"Ganjil 2015","298","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"334",334,"Genap 2014","264","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"335",335,"Ganjil 2014","274","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"336",336,"Genap 2013","237","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"337",337,"Ganjil 2013","246","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"338",338,"Genap 2012","200","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"339",339,"Ganjil 2012","208","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"340",340,"Genap 2011","163","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"341",341,"Ganjil 2011","164","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"342",342,"Genap 2010","144","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"343",343,"Ganjil 2010","149","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"344",344,"Genap 2009","131","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"345",345,"Ganjil 2009","151","Universitas Persada Indonesia Yai","Teknik Sipil","Aktif","11 September 1993"
"346",346,"Ganjil 2017","53","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"347",347,"Genap 2016","52","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"348",348,"Ganjil 2016","52","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"349",349,"Genap 2015","58","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"350",350,"Ganjil 2015","50","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"351",351,"Genap 2014","43","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"352",352,"Ganjil 2014","46","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"353",353,"Genap 2013","29","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"354",354,"Ganjil 2013","34","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"355",355,"Genap 2012","19","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"356",356,"Ganjil 2012","33","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"357",357,"Genap 2011","18","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"358",358,"Ganjil 2011","18","Universitas Persada Indonesia Yai","Ilmu Komunikasi","Aktif","13 Juli 2011"
"359",359,"Ganjil 2017","558","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"360",360,"Genap 2016","550","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"361",361,"Ganjil 2016","690","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"362",362,"Genap 2015","718","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"363",363,"Ganjil 2015","741","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"364",364,"Genap 2014","702","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"365",365,"Ganjil 2014","728","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"366",366,"Genap 2013","645","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"367",367,"Ganjil 2013","675","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"368",368,"Genap 2012","599","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"369",369,"Ganjil 2012","638","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"370",370,"Genap 2011","585","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"371",371,"Ganjil 2011","600","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"372",372,"Genap 2010","517","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"373",373,"Ganjil 2010","532","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"374",374,"Genap 2009","439","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"375",375,"Ganjil 2009","441","Universitas Persada Indonesia Yai","Sistem Informasi","Aktif","20 Agustus 2005"
"376",376,"Ganjil 2017","336","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"377",377,"Genap 2016","349","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"378",378,"Ganjil 2016","349","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"379",379,"Genap 2015","333","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"380",380,"Ganjil 2015","248","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"381",381,"Genap 2014","152","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"382",382,"Ganjil 2014","289","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"383",383,"Genap 2013","400","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"384",384,"Ganjil 2013","396","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"385",385,"Genap 2012","259","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"386",386,"Ganjil 2012","418","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"387",387,"Genap 2011","383","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"388",388,"Ganjil 2011","393","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"389",389,"Genap 2010","361","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"390",390,"Ganjil 2010","351","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"391",391,"Genap 2009","276","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"392",392,"Ganjil 2009","282","Universitas Persada Indonesia Yai","Manajemen","Aktif","20 April 1993"
"393",393,"Ganjil 2017","126","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"394",394,"Genap 2016","205","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"395",395,"Ganjil 2016","209","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"396",396,"Genap 2015","187","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"397",397,"Ganjil 2015","195","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"398",398,"Genap 2014","167","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"399",399,"Ganjil 2014","177","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"400",400,"Genap 2012","150","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"401",401,"Ganjil 2012","143","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"402",402,"Genap 2011","111","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"403",403,"Ganjil 2011","107","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"404",404,"Genap 2010","86","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"405",405,"Ganjil 2010","87","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"406",406,"Genap 2009","75","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"407",407,"Ganjil 2009","81","Universitas Borobudur","Arsitektur","Aktif","7 Mei 1982"
"408",408,"Ganjil 2016","48","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"409",409,"Genap 2015","84","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"410",410,"Ganjil 2015","72","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"411",411,"Genap 2014","73","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"412",412,"Ganjil 2014","81","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"413",413,"Genap 2013","78","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"414",414,"Ganjil 2013","92","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"415",415,"Genap 2012","87","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"416",416,"Ganjil 2012","94","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"417",417,"Genap 2011","74","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"418",418,"Ganjil 2011","74","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"419",419,"Genap 2010","60","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"420",420,"Ganjil 2010","76","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"421",421,"Genap 2009","59","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"422",422,"Ganjil 2009","61","Universitas Borobudur","Manajemen Informatika","Aktif","8 Januari 1997"
"423",423,"Ganjil 2017","2","Universitas Borobudur","Teknik Sipil","Aktif","7 Mei 1982"
"424",424,"Genap 2016","259","Universitas Borobudur","Teknik Sipil","Aktif","7 Mei 1982"
"425",425,"Ganjil 2016","257","Universitas Borobudur","Teknik Sipil","Aktif","7 Mei 1982"
"426",426,"Genap 2015","280","Universitas Borobudur","Teknik Sipil","Aktif","7 Mei 1982"
"427",427,"Ganjil 2015","279","Universitas Borobudur","Teknik Sipil","Aktif","7 Mei 1982"
